unit,duration,input.concept,input.description,input.property,input.relation,job,output.answer,output.answer.annotations,output.answer.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial,unit_annotation_score_true,unit_annotation_score_false
d5f3a830-12a0-11ea-b098-acde48001122,53239.375,berry,Being round applies to berry and other such things.,round,implied_category,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 8, 'false': 0})",8,1,8,1.0,"Counter({'true': 1.0, 'false': 0.0})",1.0,"Counter({'true': 1.0, 'false': 0.0})",1.0,0.0
d5f3a8e4-12a0-11ea-b098-acde48001122,45484.75,berry,A certain type of berry is round and other types are not. ,round,variability_subcategories,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 7, 'false': 1})",8,2,8,0.7552220341315599,"Counter({'true': 0.8790096516049246, 'false': 0.12099034839507529})",0.75,"Counter({'true': 0.875, 'false': 0.125})",0.8790096516049246,0.12099034839507529
d5f3a998-12a0-11ea-b098-acde48001122,53610.375,berry,(A/An) berry can be either round or a limited range of other options like round. ,round,variability_limited,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 7, 'false': 1})",8,2,8,0.7552220341315599,"Counter({'true': 0.8790096516049246, 'false': 0.12099034839507529})",0.75,"Counter({'true': 0.875, 'false': 0.125})",0.8790096516049246,0.12099034839507529
d5f3aa4c-12a0-11ea-b098-acde48001122,49406.28571428572,berry,(A/An) berry can be either round or a wide range of other options like round. ,round,variability_open,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 6, 'false': 1})",7,2,7,0.8451981471034401,"Counter({'true': 0.92924738350404, 'false': 0.07075261649595993})",0.7142857142857143,"Counter({'true': 0.8571428571428571, 'false': 0.14285714285714285})",0.92924738350404,0.07075261649595993
d5f3ab00-12a0-11ea-b098-acde48001122,54097.5,berry,"In an unusual situation, (a/an) berry could be round. ",round,unusual,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 6, 'true': 2})",8,2,8,0.6584750179733901,"Counter({'false': 0.8187679567840485, 'true': 0.1812320432159513})",0.5714285714285714,"Counter({'false': 0.75, 'true': 0.25})",0.1812320432159513,0.8187679567840485
d5f3abd2-12a0-11ea-b098-acde48001122,65795.28571428571,berry,"""(A/An) berry is round” could be said figuratively or creatively. ",round,creative,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 3})",7,2,7,0.4134029830499866,"Counter({'false': 0.5291962964531768, 'true': 0.4708037035468231})",0.42857142857142855,"Counter({'false': 0.5714285714285714, 'true': 0.42857142857142855})",0.4708037035468231,0.5291962964531768
d5f3ad4e-12a0-11ea-b098-acde48001122,54053.5,berry,(A/An) berry cannot be round.,round,impossible,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 7, 'true': 1})",8,2,8,0.8761995146878864,"Counter({'false': 0.9429582184638318, 'true': 0.057041781536168026})",0.75,"Counter({'false': 0.875, 'true': 0.125})",0.057041781536168026,0.9429582184638318
d5f3e7fa-12a0-11ea-b098-acde48001122,81085.2,ketchup,(A/An) ketchup is a typical example of things which are  round. ,round,typical_of_property,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d5f3e930-12a0-11ea-b098-acde48001122,81568.2,ketchup,Being round is necessary for things (a/an) ketchup usually does or for things we usually do with (a/an) ketchup. ,round,affording_activity,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d5f3ea16-12a0-11ea-b098-acde48001122,80248.0,ketchup,Being round is typical of (a/an) ketchup. ,round,typical_of_concept,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 1})",5,2,5,0.5844834591341777,"Counter({'false': 0.7903026529765842, 'true': 0.2096973470234158})",0.6,"Counter({'false': 0.8, 'true': 0.2})",0.2096973470234158,0.7903026529765842
d5f3eade-12a0-11ea-b098-acde48001122,77123.4,ketchup,Being round applies to ketchup and other such things.,round,implied_category,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 1})",5,2,5,0.5844834591341777,"Counter({'false': 0.7903026529765842, 'true': 0.2096973470234158})",0.6,"Counter({'false': 0.8, 'true': 0.2})",0.2096973470234158,0.7903026529765842
d5f3eb92-12a0-11ea-b098-acde48001122,79085.0,ketchup,A certain type of ketchup is round and other types are not. ,round,variability_subcategories,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d5f3ec96-12a0-11ea-b098-acde48001122,76069.0,ketchup,(A/An) ketchup can be either round or a limited range of other options like round. ,round,variability_limited,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d5f3ed54-12a0-11ea-b098-acde48001122,78661.4,ketchup,(A/An) ketchup can be either round or a wide range of other options like round. ,round,variability_open,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 1})",5,2,5,0.6324317587553755,"Counter({'false': 0.821554608680122, 'true': 0.17844539131987805})",0.6,"Counter({'false': 0.8, 'true': 0.2})",0.17844539131987805,0.821554608680122
d5f3ee08-12a0-11ea-b098-acde48001122,78786.8,ketchup,"In an unusual situation, (a/an) ketchup could be round. ",round,unusual,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 1})",5,2,5,0.6324317587553755,"Counter({'false': 0.821554608680122, 'true': 0.17844539131987805})",0.6,"Counter({'false': 0.8, 'true': 0.2})",0.17844539131987805,0.821554608680122
d5f3eebc-12a0-11ea-b098-acde48001122,78846.6,ketchup,"""(A/An) ketchup is round” could be said figuratively or creatively. ",round,creative,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 1})",5,2,5,0.6324317587553755,"Counter({'false': 0.821554608680122, 'true': 0.17844539131987805})",0.6,"Counter({'false': 0.8, 'true': 0.2})",0.17844539131987805,0.821554608680122
d5f3f02e-12a0-11ea-b098-acde48001122,78620.0,ketchup,(A/An) ketchup cannot be round.,round,impossible,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 1})",5,2,5,0.5533788285028594,"Counter({'false': 0.7680856971939638, 'true': 0.2319143028060362})",0.6,"Counter({'false': 0.8, 'true': 0.2})",0.2319143028060362,0.7680856971939638
d5f4260c-12a0-11ea-b098-acde48001122,69305.4,scone,(A/An) scone is a typical example of things which are  round. ,round,typical_of_property,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 1})",5,2,5,0.609911514338699,"Counter({'false': 0.8066548236168913, 'true': 0.19334517638310858})",0.6,"Counter({'false': 0.8, 'true': 0.2})",0.19334517638310858,0.8066548236168913
d5f42724-12a0-11ea-b098-acde48001122,66772.0,scone,Being round is necessary for things (a/an) scone usually does or for things we usually do with (a/an) scone. ,round,affording_activity,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 3, 'true': 2})",5,2,5,0.3977205184641593,"Counter({'false': 0.5959228811166263, 'true': 0.4040771188833737})",0.4,"Counter({'false': 0.6, 'true': 0.4})",0.4040771188833737,0.5959228811166263
d5f4280a-12a0-11ea-b098-acde48001122,68872.6,scone,Being round is typical of (a/an) scone. ,round,typical_of_concept,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 3, 'false': 2})",5,2,5,0.40682997308472546,"Counter({'true': 0.613324324559548, 'false': 0.386675675440452})",0.4,"Counter({'true': 0.6, 'false': 0.4})",0.613324324559548,0.386675675440452
d5f428be-12a0-11ea-b098-acde48001122,67522.4,scone,Being round applies to scone and other such things.,round,implied_category,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 4, 'false': 1})",5,2,5,0.6168612905167823,"Counter({'true': 0.811150316377404, 'false': 0.18884968362259613})",0.6,"Counter({'true': 0.8, 'false': 0.2})",0.811150316377404,0.18884968362259613
d5f4297c-12a0-11ea-b098-acde48001122,64681.6,scone,A certain type of scone is round and other types are not. ,round,variability_subcategories,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 3, 'false': 2})",5,2,5,0.4094208852207596,"Counter({'true': 0.6178051399942952, 'false': 0.3821948600057048})",0.4,"Counter({'true': 0.6, 'false': 0.4})",0.6178051399942952,0.3821948600057048
d5f42a26-12a0-11ea-b098-acde48001122,64612.8,scone,(A/An) scone can be either round or a limited range of other options like round. ,round,variability_limited,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 4, 'false': 1})",5,2,5,0.6168612905167823,"Counter({'true': 0.8111503163774039, 'false': 0.1888496836225961})",0.6,"Counter({'true': 0.8, 'false': 0.2})",0.8111503163774039,0.1888496836225961
d5f42ada-12a0-11ea-b098-acde48001122,68151.0,scone,(A/An) scone can be either round or a wide range of other options like round. ,round,variability_open,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 5, 'false': 0})",5,1,5,1.0,"Counter({'true': 1.0, 'false': 0.0})",1.0,"Counter({'true': 1.0, 'false': 0.0})",1.0,0.0
d5f42b8e-12a0-11ea-b098-acde48001122,68698.6,scone,"In an unusual situation, (a/an) scone could be round. ",round,unusual,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 3, 'false': 2})",5,2,5,0.3963056467623488,"Counter({'true': 0.5929268025059699, 'false': 0.4070731974940301})",0.4,"Counter({'true': 0.6, 'false': 0.4})",0.5929268025059699,0.4070731974940301
d5f42c38-12a0-11ea-b098-acde48001122,65394.8,scone,"""(A/An) scone is round” could be said figuratively or creatively. ",round,creative,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 3, 'true': 2})",5,2,5,0.39772051846415923,"Counter({'false': 0.5959228811166262, 'true': 0.40407711888337366})",0.4,"Counter({'false': 0.6, 'true': 0.4})",0.40407711888337366,0.5959228811166262
d5f42db4-12a0-11ea-b098-acde48001122,64644.8,scone,(A/An) scone cannot be round.,round,impossible,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d5f4640a-12a0-11ea-b098-acde48001122,20037.8,matzah,(A/An) matzah is a typical example of things which are  round. ,round,typical_of_property,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d5f4652c-12a0-11ea-b098-acde48001122,34075.4,matzah,Being round is necessary for things (a/an) matzah usually does or for things we usually do with (a/an) matzah. ,round,affording_activity,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d5f46608-12a0-11ea-b098-acde48001122,35878.2,matzah,Being round is typical of (a/an) matzah. ,round,typical_of_concept,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d5f466c6-12a0-11ea-b098-acde48001122,21325.2,matzah,Being round applies to matzah and other such things.,round,implied_category,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d5f46784-12a0-11ea-b098-acde48001122,45528.2,matzah,A certain type of matzah is round and other types are not. ,round,variability_subcategories,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d5f46838-12a0-11ea-b098-acde48001122,34744.8,matzah,(A/An) matzah can be either round or a limited range of other options like round. ,round,variability_limited,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 1})",5,2,5,0.5856116547492975,"Counter({'false': 0.7911225571376868, 'true': 0.20887744286231336})",0.6,"Counter({'false': 0.8, 'true': 0.2})",0.20887744286231336,0.7911225571376868
d5f468f6-12a0-11ea-b098-acde48001122,21432.8,matzah,(A/An) matzah can be either round or a wide range of other options like round. ,round,variability_open,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 1})",5,2,5,0.5856116547492975,"Counter({'false': 0.7911225571376868, 'true': 0.20887744286231336})",0.6,"Counter({'false': 0.8, 'true': 0.2})",0.20887744286231336,0.7911225571376868
d5f469c8-12a0-11ea-b098-acde48001122,42021.666666666664,matzah,"In an unusual situation, (a/an) matzah could be round. ",round,unusual,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 4, 'false': 2})",6,2,6,0.384657670328361,"Counter({'true': 0.567914005937874, 'false': 0.43208599406212617})",0.4,"Counter({'true': 0.6, 'false': 0.4})",0.567914005937874,0.43208599406212617
d5f46a72-12a0-11ea-b098-acde48001122,35280.6,matzah,"""(A/An) matzah is round” could be said figuratively or creatively. ",round,creative,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 1})",5,2,5,0.6676372597721936,"Counter({'false': 0.842724291043446, 'true': 0.15727570895655396})",0.6,"Counter({'false': 0.8, 'true': 0.2})",0.15727570895655396,0.842724291043446
d5f46bee-12a0-11ea-b098-acde48001122,44761.8,matzah,(A/An) matzah cannot be round.,round,impossible,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 3, 'true': 2})",5,2,5,0.42291955765728495,"Counter({'false': 0.6409634369244395, 'true': 0.35903656307556053})",0.4,"Counter({'false': 0.6, 'true': 0.4})",0.35903656307556053,0.6409634369244395
d5f4a1fe-12a0-11ea-b098-acde48001122,56161.166666666664,snack,(A/An) snack is a typical example of things which are  round. ,round,typical_of_property,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 1})",6,2,6,0.6598147538699677,"Counter({'false': 0.8292799416618205, 'true': 0.17072005833817944})",0.6666666666666666,"Counter({'false': 0.8333333333333334, 'true': 0.16666666666666666})",0.17072005833817944,0.8292799416618205
d5f4a320-12a0-11ea-b098-acde48001122,55536.666666666664,snack,Being round is necessary for things (a/an) snack usually does or for things we usually do with (a/an) snack. ,round,affording_activity,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 6, 'true': 0})",6,1,6,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d5f4a406-12a0-11ea-b098-acde48001122,46081.0,snack,Being round is typical of (a/an) snack. ,round,typical_of_concept,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 2})",6,2,6,0.4610428513055477,"Counter({'false': 0.6603164795182095, 'true': 0.33968352048179046})",0.4666666666666667,"Counter({'false': 0.6666666666666666, 'true': 0.3333333333333333})",0.33968352048179046,0.6603164795182095
d5f4a4c4-12a0-11ea-b098-acde48001122,54364.166666666664,snack,Being round applies to snack and other such things.,round,implied_category,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 3, 'false': 3})",6,2,6,0.4001150434073247,"Counter({'false': 0.5185673347950777, 'true': 0.48143266520492217})",0.4,"Counter({'true': 0.5, 'false': 0.5})",0.48143266520492217,0.5185673347950777
d5f4a582-12a0-11ea-b098-acde48001122,46093.5,snack,A certain type of snack is round and other types are not. ,round,variability_subcategories,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 6, 'false': 0})",6,1,6,1.0,"Counter({'true': 1.0, 'false': 0.0})",1.0,"Counter({'true': 1.0, 'false': 0.0})",1.0,0.0
d5f4a62c-12a0-11ea-b098-acde48001122,43112.666666666664,snack,(A/An) snack can be either round or a limited range of other options like round. ,round,variability_limited,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 4, 'false': 2})",6,2,6,0.4781334134791318,"Counter({'true': 0.6811459324650643, 'false': 0.31885406753493567})",0.4666666666666667,"Counter({'true': 0.6666666666666666, 'false': 0.3333333333333333})",0.6811459324650643,0.31885406753493567
d5f4a6e0-12a0-11ea-b098-acde48001122,46868.0,snack,(A/An) snack can be either round or a wide range of other options like round. ,round,variability_open,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 5, 'false': 1})",6,2,6,0.6498093999066284,"Counter({'true': 0.8228950771881962, 'false': 0.1771049228118039})",0.6666666666666666,"Counter({'true': 0.8333333333333334, 'false': 0.16666666666666666})",0.8228950771881962,0.1771049228118039
d5f4a794-12a0-11ea-b098-acde48001122,45849.0,snack,"In an unusual situation, (a/an) snack could be round. ",round,unusual,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 3, 'true': 3})",6,2,6,0.39945759116507773,"Counter({'false': 0.5084337181823719, 'true': 0.49156628181762796})",0.4,"Counter({'false': 0.5, 'true': 0.5})",0.49156628181762796,0.5084337181823719
d5f4a83e-12a0-11ea-b098-acde48001122,45006.666666666664,snack,"""(A/An) snack is round” could be said figuratively or creatively. ",round,creative,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 6, 'true': 0})",6,1,6,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d5f4a9b0-12a0-11ea-b098-acde48001122,44401.666666666664,snack,(A/An) snack cannot be round.,round,impossible,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 6, 'true': 0})",6,1,6,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d5f4df5c-12a0-11ea-b098-acde48001122,24578.0,watermelon,(A/An) watermelon is a typical example of things which are  round. ,round,typical_of_property,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 3, 'false': 2})",5,2,5,0.4029328066631759,"Counter({'true': 0.6074853765464906, 'false': 0.3925146234535094})",0.4,"Counter({'true': 0.6, 'false': 0.4})",0.6074853765464906,0.3925146234535094
d5f4e074-12a0-11ea-b098-acde48001122,24735.0,watermelon,Being round is necessary for things (a/an) watermelon usually does or for things we usually do with (a/an) watermelon. ,round,affording_activity,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 3, 'true': 2})",5,2,5,0.3911558371987156,"Counter({'false': 0.5827569714223815, 'true': 0.41724302857761847})",0.4,"Counter({'false': 0.6, 'true': 0.4})",0.41724302857761847,0.5827569714223815
d5f4e15a-12a0-11ea-b098-acde48001122,30688.4,watermelon,Being round is typical of (a/an) watermelon. ,round,typical_of_concept,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 4, 'false': 1})",5,2,5,0.6150788019740943,"Counter({'true': 0.8102842807089002, 'false': 0.1897157192910997})",0.6,"Counter({'true': 0.8, 'false': 0.2})",0.8102842807089002,0.1897157192910997
d5f4e20e-12a0-11ea-b098-acde48001122,29423.8,watermelon,Being round applies to watermelon and other such things.,round,implied_category,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 4, 'false': 1})",5,2,5,0.5995874046634838,"Counter({'true': 0.8001467778506915, 'false': 0.19985322214930845})",0.6,"Counter({'true': 0.8, 'false': 0.2})",0.8001467778506915,0.19985322214930845
d5f4e2cc-12a0-11ea-b098-acde48001122,27841.2,watermelon,A certain type of watermelon is round and other types are not. ,round,variability_subcategories,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 3, 'false': 2})",5,2,5,0.4100958051790072,"Counter({'true': 0.6200419327400282, 'false': 0.37995806725997183})",0.4,"Counter({'true': 0.6, 'false': 0.4})",0.6200419327400282,0.37995806725997183
d5f4e376-12a0-11ea-b098-acde48001122,26123.4,watermelon,(A/An) watermelon can be either round or a limited range of other options like round. ,round,variability_limited,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 3, 'true': 2})",5,2,5,0.3861608425456079,"Counter({'false': 0.5696737865510715, 'true': 0.43032621344892846})",0.4,"Counter({'false': 0.6, 'true': 0.4})",0.43032621344892846,0.5696737865510715
d5f4e42a-12a0-11ea-b098-acde48001122,27472.6,watermelon,(A/An) watermelon can be either round or a wide range of other options like round. ,round,variability_open,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 4, 'false': 1})",5,2,5,0.6302589141080238,"Counter({'true': 0.8198951548893366, 'false': 0.18010484511066335})",0.6,"Counter({'true': 0.8, 'false': 0.2})",0.8198951548893366,0.18010484511066335
d5f4e4d4-12a0-11ea-b098-acde48001122,27863.0,watermelon,"In an unusual situation, (a/an) watermelon could be round. ",round,unusual,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 3, 'false': 2})",5,2,5,0.4100958051790071,"Counter({'true': 0.6200419327400282, 'false': 0.37995806725997183})",0.4,"Counter({'true': 0.6, 'false': 0.4})",0.6200419327400282,0.37995806725997183
d5f4e5a6-12a0-11ea-b098-acde48001122,26489.2,watermelon,"""(A/An) watermelon is round” could be said figuratively or creatively. ",round,creative,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 3, 'true': 2})",5,2,5,0.39537437451331414,"Counter({'false': 0.5923678456028179, 'true': 0.4076321543971821})",0.4,"Counter({'false': 0.6, 'true': 0.4})",0.4076321543971821,0.5923678456028179
d5f4e736-12a0-11ea-b098-acde48001122,26414.0,watermelon,(A/An) watermelon cannot be round.,round,impossible,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 1})",5,2,5,0.5951710119879765,"Counter({'false': 0.7972010958375904, 'true': 0.20279890416240964})",0.6,"Counter({'false': 0.8, 'true': 0.2})",0.20279890416240964,0.7972010958375904
d5f55c02-12a0-11ea-b098-acde48001122,63792.6,almond,(A/An) almond is a typical example of things which are  round. ,round,typical_of_property,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 3, 'true': 2})",5,2,5,0.4201278395486073,"Counter({'false': 0.6364119224219601, 'true': 0.3635880775780399})",0.4,"Counter({'false': 0.6, 'true': 0.4})",0.3635880775780399,0.6364119224219601
d5f55d24-12a0-11ea-b098-acde48001122,63926.8,almond,Being round is necessary for things (a/an) almond usually does or for things we usually do with (a/an) almond. ,round,affording_activity,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d5f55e0a-12a0-11ea-b098-acde48001122,63254.6,almond,Being round is typical of (a/an) almond. ,round,typical_of_concept,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 3, 'true': 2})",5,2,5,0.42012783954860733,"Counter({'false': 0.6364119224219601, 'true': 0.3635880775780399})",0.4,"Counter({'false': 0.6, 'true': 0.4})",0.3635880775780399,0.6364119224219601
d5f55ebe-12a0-11ea-b098-acde48001122,62023.0,almond,Being round applies to almond and other such things.,round,implied_category,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 3, 'false': 2})",5,2,5,0.3877801773653134,"Counter({'true': 0.5755054337172384, 'false': 0.42449456628276167})",0.4,"Counter({'true': 0.6, 'false': 0.4})",0.5755054337172384,0.42449456628276167
d5f55f72-12a0-11ea-b098-acde48001122,56743.4,almond,A certain type of almond is round and other types are not. ,round,variability_subcategories,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 4, 'false': 1})",5,2,5,0.5993981969994816,"Counter({'true': 0.8002387168342235, 'false': 0.19976128316577643})",0.6,"Counter({'true': 0.8, 'false': 0.2})",0.8002387168342235,0.19976128316577643
d5f56026-12a0-11ea-b098-acde48001122,58853.0,almond,(A/An) almond can be either round or a limited range of other options like round. ,round,variability_limited,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 3, 'false': 2})",5,2,5,0.3972280370205287,"Counter({'true': 0.597318650978163, 'false': 0.40268134902183705})",0.4,"Counter({'true': 0.6, 'false': 0.4})",0.597318650978163,0.40268134902183705
d5f560d0-12a0-11ea-b098-acde48001122,59691.8,almond,(A/An) almond can be either round or a wide range of other options like round. ,round,variability_open,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 4, 'false': 1})",5,2,5,0.5946651129408365,"Counter({'true': 0.7970799341439394, 'false': 0.20292006585606062})",0.6,"Counter({'true': 0.8, 'false': 0.2})",0.7970799341439394,0.20292006585606062
d5f5617a-12a0-11ea-b098-acde48001122,55629.4,almond,"In an unusual situation, (a/an) almond could be round. ",round,unusual,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 4, 'false': 1})",5,2,5,0.5993981969994817,"Counter({'true': 0.8002387168342235, 'false': 0.19976128316577643})",0.6,"Counter({'true': 0.8, 'false': 0.2})",0.8002387168342235,0.19976128316577643
d5f5622e-12a0-11ea-b098-acde48001122,59668.0,almond,"""(A/An) almond is round” could be said figuratively or creatively. ",round,creative,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 3, 'false': 2})",5,2,5,0.3877801773653134,"Counter({'true': 0.5755054337172384, 'false': 0.42449456628276167})",0.4,"Counter({'true': 0.6, 'false': 0.4})",0.5755054337172384,0.42449456628276167
d5f563be-12a0-11ea-b098-acde48001122,56976.0,almond,(A/An) almond cannot be round.,round,impossible,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 1})",5,2,5,0.5677643869512377,"Counter({'false': 0.778425499573299, 'true': 0.22157450042670102})",0.6,"Counter({'false': 0.8, 'true': 0.2})",0.22157450042670102,0.778425499573299
d5f5d68c-12a0-11ea-b098-acde48001122,6725.2,mentzelia,(A/An) mentzelia is a typical example of things which are  round. ,round,typical_of_property,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 1})",5,2,5,0.6374975193320408,"Counter({'false': 0.8243220936638032, 'true': 0.17567790633619682})",0.6,"Counter({'false': 0.8, 'true': 0.2})",0.17567790633619682,0.8243220936638032
d5f5d7a4-12a0-11ea-b098-acde48001122,7628.6,mentzelia,Being round is necessary for things (a/an) mentzelia usually does or for things we usually do with (a/an) mentzelia. ,round,affording_activity,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
