,contradiction,label_proportion,majority_labels,majority_levels,pair,top_labels,top_levels
599,False,0.5714285714285714,impossible,few,lay_eggs-redhorse,impossible,few
600,False,1.0,affording_activity-implied_category-typical_of_concept-variability_limited,all-some,sweet-apricot,affording_activity-implied_category-typical_of_concept,all
601,False,1.0,affording_activity-implied_category-typical_of_concept,all,wheels-trolley,affording_activity-implied_category-typical_of_concept,all
602,False,1.0,affording_activity-implied_category-typical_of_concept-variability_open,all-some,hot-pizza,affording_activity,all
603,False,0.375,,,dangerous-mandrill,rare-unusual,few
604,False,0.75,creative-impossible,creative-few,lay_eggs-cuscus,creative-impossible,creative-few
605,False,0.75,variability_open,some,black-pot,variability_open,some
606,False,0.875,rare-unusual-variability_limited-variability_open,few-some,made_of_wood-wheel,rare,few
607,False,0.75,creative,creative,fly-sharpie,creative,creative
608,False,1.0,afforded_usual-implied_category-typical_of_concept,all,lay_eggs-charadrius,implied_category,all
609,False,1.0,affording_activity-typical_of_concept-variability_limited,all-some,yellow-beer,variability_limited,some
610,False,1.0,affording_activity-implied_category-typical_of_concept-variability_limited,all-some,sweet-cherry,affording_activity-implied_category-variability_limited,all-some
611,False,1.0,creative-impossible,creative-few,fly-deer,impossible,few
612,False,0.7142857142857143,variability_limited-variability_open,some,square-button,variability_open,some
613,False,0.8571428571428571,typical_of_concept-variability_limited,all-some,black-cockroach,variability_limited,some
614,False,0.625,creative-unusual-variability_limited,creative-few-some,wheels-garage,creative-variability_limited,creative-some
615,False,0.8571428571428571,rare-unusual-variability_open,few-some,hot-soot,variability_open,some
616,False,0.625,unusual,few,yellow-alligator,unusual,few
617,False,0.875,affording_activity-implied_category-typical_of_concept-typical_of_property,all,dangerous-harpoon,affording_activity-implied_category-typical_of_concept,all
618,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_open,all-some,hot-burner,affording_activity-typical_of_concept,all
619,False,0.5,,,sweet-fenugreek,rare-unusual-variability_limited,few-some
620,False,1.0,variability_open,some,black-bird,variability_open,some
621,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,made_of_wood-harp,implied_category-variability_limited,all-some
622,False,0.75,impossible,few,fly-jade,impossible,few
623,False,1.0,creative-impossible,creative-few,lay_eggs-moose,impossible,few
624,False,0.875,rare-unusual,few,yellow-herb,rare,few
625,False,1.0,impossible,few,lay_eggs-cow,impossible,few
626,False,1.0,afforded_usual-implied_category-typical_of_concept-typical_of_property,all,fly-owl,implied_category-typical_of_concept,all
627,False,0.75,rare-variability_limited,few-some,made_of_wood-pulley,rare,few
628,False,0.625,unusual-variability_open,few-some,hot-chocolate,unusual-variability_open,few-some
629,False,1.0,affording_activity-implied_category-variability_limited,all-some,square-photocopier,variability_limited,some
630,False,0.625,rare-unusual,few,sweet-pip,rare-unusual,few
631,False,0.75,rare-unusual,few,black-peacock,rare-unusual,few
632,False,0.8333333333333334,rare-unusual,few,black-corn,rare-unusual,few
633,False,0.8333333333333334,impossible-rare-unusual,few,square-orange,rare-unusual,few
634,False,0.6666666666666666,unusual-variability_open,few-some,hot-jar,unusual-variability_open,few-some
635,False,0.6666666666666666,variability_limited,some,sweet-walnut,variability_limited,some
636,False,1.0,creative-impossible,creative-few,fly-silverback,impossible,few
637,False,1.0,afforded_usual-implied_category-typical_of_concept,all,lay_eggs-pintail,afforded_usual-implied_category-typical_of_concept,all
638,False,0.6666666666666666,unusual-variability_open,few-some,dangerous-mattock,unusual-variability_open,few-some
639,False,0.75,typical_of_concept-variability_limited-variability_open,all-some,square-foyer,variability_limited,some
640,False,0.625,creative-rare-unusual,creative-few,sweet-vinaigrette,creative-rare-unusual,creative-few
641,False,0.75,creative-rare-unusual,creative-few,hot-vinyl,creative-rare-unusual,creative-few
642,False,0.75,creative-impossible,creative-few,fly-emu,creative-impossible,creative-few
643,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_open,all-some,dangerous-snake,variability_open,some
644,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property,all,wheels-unicycle,affording_activity-implied_category,all
645,False,0.875,afforded_usual-implied_category,all,lay_eggs-motacilla,afforded_usual-implied_category,all
646,False,0.625,rare-unusual,few,black-bottle,rare-unusual,few
647,False,0.875,creative-rare-unusual,creative-few,made_of_wood-gun,rare-unusual,few
648,False,1.0,affording_activity-implied_category-typical_of_concept-variability_limited,all-some,made_of_wood-houseboat,variability_limited,some
649,False,1.0,affording_activity-implied_category-typical_of_concept-variability_limited,all-some,sweet-mangosteen,affording_activity-implied_category-typical_of_concept-variability_limited,all-some
650,False,1.0,implied_category-typical_of_concept-variability_limited,all-some,black-raisin,variability_limited,some
651,False,0.8571428571428571,afforded_usual-implied_category-typical_of_concept,all,lay_eggs-strigidae,afforded_usual-implied_category-typical_of_concept,all
652,False,0.7142857142857143,rare-variability_open,few-some,hot-bread,variability_open,some
653,False,0.7142857142857143,rare-unusual,few,yellow-millipede,rare-unusual,few
654,False,0.8571428571428571,implied_category-variability_limited-variability_open,all-some,square-workstation,variability_limited,some
655,False,0.8571428571428571,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,dangerous-gunman,implied_category-typical_of_concept-typical_of_property,all
656,False,0.8571428571428571,afforded_usual-implied_category-typical_of_concept-typical_of_property,all,fly-pheasant,implied_category,all
657,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,black-night,implied_category,all
658,False,0.5714285714285714,rare-unusual-variability_limited,few-some,made_of_wood-ferrule,rare-unusual-variability_limited,few-some
659,False,0.8571428571428571,rare-unusual-variability_limited,few-some,sweet-spinach,unusual,few
660,False,1.0,impossible-rare-unusual,few,yellow-jade,unusual,few
661,False,0.8571428571428571,affording_activity-typical_of_concept-variability_limited-variability_open,all-some,hot-flatbread,variability_open,some
662,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property,all,wheels-bicycle,affording_activity-implied_category,all
663,False,1.0,creative-impossible-rare-unusual,creative-few,dangerous-typhlopidae,unusual,few
664,False,0.625,typical_of_concept-variability_limited,all-some,made_of_wood-bridge,typical_of_concept-variability_limited,all-some
665,False,0.875,implied_category-typical_of_concept-variability_limited,all-some,square-dumbwaiter,typical_of_concept,all
666,False,1.0,creative-impossible,creative-few,fly-scull,impossible,few
667,False,0.875,creative-rare-unusual-variability_open,creative-few-some,dangerous-ointment,unusual,few
668,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,sweet-nectarine,affording_activity-implied_category-typical_of_concept,all
669,False,0.875,rare-unusual-variability_open,few-some,hot-cheesecloth,unusual,few
670,False,0.875,rare-unusual,few,black-apple,unusual,few
671,False,0.625,impossible,few,lay_eggs-mole,impossible,few
672,False,0.875,typical_of_concept-variability_limited,all-some,sweet-corn,variability_limited,some
673,False,1.0,afforded_usual-implied_category-typical_of_concept-typical_of_property,all,fly-autogyro,afforded_usual-implied_category-typical_of_concept,all
674,False,1.0,afforded_usual-implied_category-typical_of_concept,all,lay_eggs-apodidae,afforded_usual-implied_category,all
675,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,made_of_wood-plywood,implied_category-typical_of_concept-typical_of_property,all
676,False,0.75,affording_activity-typical_of_concept,all,wheels-chassis,affording_activity-typical_of_concept,all
677,False,0.875,rare-unusual,few,hot-toilet,rare-unusual,few
678,False,1.0,rare-unusual,few,square-barrel,rare-unusual,few
679,False,0.875,rare-unusual,few,yellow-cactus,rare-unusual,few
680,False,1.0,rare-unusual,few,black-combretum,unusual,few
681,False,0.6666666666666666,variability_open,some,black-market,variability_open,some
682,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property,all,dangerous-malaria,implied_category-typical_of_concept,all
683,False,1.0,affording_activity-implied_category-typical_of_concept-variability_limited,all-some,sweet-almond,variability_limited,some
684,False,0.5454545454545454,unusual,few,yellow-cream,unusual,few
685,False,1.0,afforded_usual-implied_category-typical_of_concept,all,fly-wren,afforded_usual-implied_category-typical_of_concept,all
686,False,1.0,implied_category-typical_of_concept-variability_limited,all-some,made_of_wood-outrigger,variability_limited,some
687,False,0.7777777777777778,creative-rare-unusual-variability_open,creative-few-some,hot-winter,rare,few
688,False,1.0,affording_activity-implied_category-typical_of_concept-variability_limited,all-some,square-bookshelf,variability_limited,some
689,False,0.8888888888888888,impossible,few,lay_eggs-stag,impossible,few
690,False,1.0,rare-unusual,few,dangerous-bucket,rare-unusual,few
691,False,0.7142857142857143,creative-impossible-unusual,creative-few,sweet-sorrel,impossible-unusual,few
692,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_open,all-some,hot-oven,affording_activity-typical_of_concept-typical_of_property,all
693,False,0.8571428571428571,impossible,few,lay_eggs-bonobo,impossible,few
694,False,0.5714285714285714,impossible-unusual,few,wheels-sleigh,impossible-unusual,few
695,False,0.5714285714285714,affording_activity-typical_of_concept-variability_limited,all-some,square-floppy,affording_activity-typical_of_concept-variability_limited,all-some
696,False,0.2857142857142857,,,yellow-peanut,creative-impossible,creative-few
697,False,0.42857142857142855,,,fly-bunting,creative-implied_category-typical_of_concept-typical_of_property,all-creative
698,False,1.0,variability_limited,some,black-sapsucker,variability_limited,some
699,False,0.6666666666666666,impossible,few,made_of_wood-forepaw,impossible,few
700,False,0.8888888888888888,typical_of_concept-variability_limited-variability_open,all-some,square-tray,variability_open,some
701,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited-variability_open,all-some,hot-kiln,affording_activity,all
702,False,0.8888888888888888,rare-unusual,few,dangerous-aspirin,rare-unusual,few
703,False,1.0,affording_activity-implied_category-typical_of_concept-variability_limited,all-some,sweet-pomegranate,variability_limited,some
704,False,0.1111111111111111,,,yellow-candy,rare-unusual,few
705,False,0.6666666666666666,rare-variability_limited,few-some,black-crocodile,rare-variability_limited,few-some
706,False,0.6666666666666666,creative-impossible,creative-few,fly-sloop,impossible,few
707,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property,all,hot-lava,typical_of_concept,all
708,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property,all,dangerous-grenade,affording_activity,all
709,False,0.7777777777777778,impossible,few,fly-lizardfish,impossible,few
710,False,0.7777777777777778,rare-unusual-variability_limited,few-some,black-rhino,variability_limited,some
711,False,0.5555555555555556,impossible-unusual,few,made_of_wood-strap,impossible-unusual,few
712,False,0.5555555555555556,creative,creative,sweet-mussel,creative,creative
713,False,0.8888888888888888,implied_category-variability_limited-variability_open,all-some,square-playroom,variability_limited-variability_open,some
714,False,1.0,affording_activity-implied_category-typical_of_concept-variability_limited,all-some,sweet-loquat,affording_activity-typical_of_concept,all
715,False,1.0,implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,yellow-lemonade,typical_of_concept,all
716,False,0.375,,,dangerous-bit,creative-impossible-rare-unusual-variability_limited-variability_open,creative-few-some
717,False,0.75,rare-unusual,few,made_of_wood-eyelet,unusual,few
718,False,1.0,affording_activity-variability_open,all-some,hot-tortilla,variability_open,some
719,False,0.625,affording_activity-typical_of_concept,all,wheels-stanhope,affording_activity-typical_of_concept,all
720,False,0.75,affording_activity-implied_category-typical_of_concept-variability_limited-variability_open,all-some,square-luggage,typical_of_concept-variability_limited,all-some
721,False,0.625,implied_category,all,lay_eggs-flounder,implied_category,all
722,False,0.8571428571428571,variability_limited,some,made_of_wood-centreboard,variability_limited,some
723,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_open,all-some,hot-boiler,affording_activity-typical_of_concept-variability_open,all-some
724,False,0.7142857142857143,rare-unusual,few,wheels-ship,rare-unusual,few
725,False,0.8571428571428571,rare-unusual-variability_limited,few-some,sweet-soursop,variability_limited,some
726,False,0.8571428571428571,impossible,few,lay_eggs-painter,impossible,few
727,False,1.0,creative-impossible,creative-few,fly-minesweeper,impossible,few
728,False,0.7142857142857143,creative-impossible-rare-unusual,creative-few,black-lime,rare-unusual,few
729,False,0.8571428571428571,creative-impossible-rare-unusual,creative-few,yellow-night,creative,creative
730,False,0.7142857142857143,typical_of_concept-variability_limited,all-some,square-doorbell,typical_of_concept,all
731,False,0.375,,,yellow-pumpkin,rare-unusual,few
732,False,1.0,impossible,few,fly-tiger,impossible,few
733,False,0.625,impossible-unusual,few,made_of_wood-chimney,impossible-unusual,few
734,False,1.0,affording_activity-implied_category-typical_of_concept,all,wheels-backhoe,affording_activity-implied_category,all
735,False,0.875,implied_category-variability_limited,all-some,sweet-carrot,variability_limited,some
736,False,0.75,creative-rare-unusual,creative-few,dangerous-gutter,unusual,few
737,False,1.0,afforded_usual-implied_category-typical_of_concept-typical_of_property,all,lay_eggs-tortoise,implied_category,all
738,False,0.875,variability_limited,some,square-typewriter,variability_limited,some
739,False,0.75,rare-unusual-variability_limited,few-some,sweet-zucchini,unusual,few
740,False,1.0,impossible,few,fly-plaice,impossible,few
741,False,1.0,creative-impossible,creative-few,square-wheel,impossible,few
742,False,1.0,afforded_usual-implied_category-typical_of_concept,all,lay_eggs-psittacula,afforded_usual,all
743,False,1.0,affording_activity-implied_category-typical_of_concept,all,wheels-rickshaw,affording_activity,all
744,False,0.625,rare,few,yellow-pawpaw,rare,few
745,False,0.625,impossible,few,made_of_wood-microtome,impossible,few
746,False,0.875,rare-unusual-variability_open,few-some,black-pansy,rare-unusual,few
747,False,0.625,rare-unusual-variability_limited,few-some,made_of_wood-kickstand,rare-unusual-variability_limited,few-some
748,False,0.75,variability_open,some,black-hose,variability_open,some
749,False,1.0,afforded_usual-implied_category-typical_of_concept-typical_of_property,all,fly-icteridae,afforded_usual-implied_category-typical_of_concept,all
750,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property,all,dangerous-sword,implied_category-typical_of_concept-typical_of_property,all
751,False,0.875,affording_activity-implied_category,all,wheels-snowplow,implied_category,all
752,False,0.875,typical_of_concept-variability_limited-variability_open,all-some,square-parlor,variability_limited,some
753,False,0.625,afforded_usual-implied_category,all,lay_eggs-bass,afforded_usual-implied_category,all
754,False,0.75,creative-unusual,creative-few,sweet-oyster,unusual,few
755,False,0.75,variability_limited,some,square-kitchenette,variability_limited,some
756,False,1.0,impossible,few,fly-gnu,impossible,few
757,False,0.75,variability_limited,some,made_of_wood-clock,variability_limited,some
758,False,0.75,creative-rare-unusual,creative-few,sweet-pepperoni,rare-unusual,few
759,False,1.0,afforded_usual-implied_category-typical_of_concept,all,lay_eggs-fringillidae,afforded_usual-implied_category,all
760,False,0.875,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_open,all-some,dangerous-thief,implied_category-typical_of_concept-variability_open,all-some
761,False,0.5,,,yellow-crane,typical_of_concept,all
762,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_open,all-some,hot-spiciness,affording_activity,all
763,False,0.7777777777777778,rare-unusual-variability_limited,few-some,sweet-fry,rare-unusual,few
764,False,0.8888888888888888,rare-unusual-variability_limited,few-some,made_of_wood-sword,rare-unusual,few
765,False,0.5555555555555556,impossible-rare-unusual,few,black-dogbane,impossible-rare-unusual,few
766,False,0.7777777777777778,creative-rare-unusual-variability_open,creative-few-some,dangerous-flack,unusual,few
767,False,0.6666666666666666,variability_limited-variability_open,some,square-hardware,variability_limited-variability_open,some
768,False,0.7777777777777778,impossible,few,lay_eggs-cock,impossible,few
769,False,0.8888888888888888,creative-impossible,creative-few,fly-giraffe,impossible,few
770,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property,all,wheels-limousine,affording_activity-implied_category,all
771,False,0.75,affording_activity-implied_category-variability_limited,all-some,black-magpie,implied_category-variability_limited,all-some
772,False,1.0,affording_activity-implied_category-typical_of_concept-variability_open,all-some,hot-casserole,affording_activity-typical_of_concept,all
773,False,1.0,creative-impossible,creative-few,square-planet,impossible,few
774,False,1.0,creative-unusual,creative-few,made_of_wood-cushion,creative,creative
775,False,0.75,creative-impossible,creative-few,fly-junk,creative-impossible,creative-few
776,False,0.875,affording_activity-implied_category-typical_of_concept,all,dangerous-saxitoxin,affording_activity-implied_category,all
777,False,1.0,creative-impossible,creative-few,lay_eggs-coypu,impossible,few
778,False,1.0,typical_of_concept-variability_limited,all-some,black-cow,variability_limited,some
779,False,1.0,affording_activity-variability_limited,all-some,sweet-coconut,variability_limited,some
780,False,1.0,creative-impossible,creative-few,fly-barnacle,impossible,few
781,False,0.875,variability_limited-variability_open,some,square-suite,variability_limited,some
782,False,1.0,affording_activity-implied_category-typical_of_concept-variability_limited,all-some,made_of_wood-cello,affording_activity-implied_category,all
783,False,0.75,impossible,few,lay_eggs-world,impossible,few
784,False,0.875,rare-unusual,few,yellow-dog,unusual,few
785,False,0.625,implied_category,all,wheels-underframe,implied_category,all
786,False,0.8888888888888888,creative-impossible,creative-few,fly-poacher,impossible,few
787,False,1.0,affording_activity-implied_category-typical_of_concept-variability_limited,all-some,made_of_wood-fipple,variability_limited,some
788,False,0.7777777777777778,creative-unusual,creative-few,yellow-miner,creative,creative
789,False,0.6666666666666666,rare-unusual,few,sweet-butter,rare-unusual,few
790,False,0.7777777777777778,rare-unusual,few,black-cider,unusual,few
791,False,0.7777777777777778,rare-unusual,few,wheels-vessel,rare-unusual,few
792,False,1.0,affording_activity-typical_of_concept-typical_of_property-variability_open,all-some,hot-dish,typical_of_concept-variability_open,all-some
793,False,0.6666666666666666,variability_open,some,square-cafeteria,variability_open,some
794,False,1.0,creative-impossible,creative-few,lay_eggs-equine,impossible,few
795,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_open,all-some,hot-heater,affording_activity,all
796,False,0.7777777777777778,creative-impossible,creative-few,fly-ounce,impossible,few
797,False,0.8888888888888888,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_open,all-some,dangerous-revolver,affording_activity-typical_of_concept,all
798,False,0.7777777777777778,typical_of_concept-variability_limited-variability_open,all-some,sweet-tea,variability_limited,some
799,False,0.8888888888888888,creative-rare-unusual-variability_limited,creative-few-some,black-lion,unusual,few
800,False,0.8888888888888888,creative-impossible,creative-few,lay_eggs-human,impossible,few
801,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property,all,wheels-pram,affording_activity-implied_category,all
802,False,0.8888888888888888,variability_open,some,dangerous-plot,variability_open,some
803,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property,all,wheels-truck,affording_activity,all
804,False,0.8888888888888888,rare-unusual-variability_limited,few-some,black-fox,unusual,few
805,False,0.8888888888888888,impossible,few,lay_eggs-torpedo,impossible,few
806,False,0.7,creative-rare-unusual-variability_limited,creative-few-some,sweet-olive,unusual,few
807,False,0.8888888888888888,creative-impossible,creative-few,fly-lion,impossible,few
808,False,1.0,rare-unusual,few,yellow-crassula,unusual,few
809,False,0.7777777777777778,implied_category-variability_limited-variability_open,all-some,square-restroom,variability_limited,some
810,False,0.7,unusual,few,yellow-peacock,unusual,few
811,False,0.6,rare-variability_open,few-some,square-bookmark,rare-variability_open,few-some
812,False,0.9,impossible,few,fly-groundhog,impossible,few
813,False,0.9,variability_limited,some,sweet-pumpkin,variability_limited,some
814,False,0.8,rare-unusual-variability_limited,few-some,black-acaridae,variability_limited,some
815,False,1.0,affording_activity-implied_category-typical_of_concept-variability_limited,all-some,made_of_wood-soffit,variability_limited,some
816,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_open,all-some,dangerous-mafioso,affording_activity-implied_category-typical_of_concept,all
817,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_open,all-some,hot-sauna,affording_activity-typical_of_concept,all
